Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
GUMO-1046,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1047,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus eremicus,Cactus Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1048,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-Footed Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1049,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1050,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus nasutus,Northem Rock Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1051,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus pectoralis,White-Ankled Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1052,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinon Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1053,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys fulvescens,Fulvous Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1054,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1055,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys montanus,Plains Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1056,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Present,Native,Unknown,Resident,,
GUMO-1057,Guadalupe Mountains National Park,Mammal,Rodentia,Cricetidae,Sigmodon ochrognathus,Yellow-Nosed Cotton Rat,Approved,Present,Native,Unknown,Resident,Species of Concern,
GUMO-1058,Guadalupe Mountains National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Unknown,Resident,,
GUMO-1059,Guadalupe Mountains National Park,Mammal,Rodentia,Geomyidae,Cratogeomys castanops,Yellow-Faced Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
GUMO-1060,Guadalupe Mountains National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
GUMO-1061,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus eremicus,Chihuahuan Desert Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1062,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus hispidus,Hispid Pocket Mouse,Approved,Not Present (Historical Report),Native,,,,
GUMO-1063,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus intermedius,Rock Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1064,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Dipodomys merriami,Merriam's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
GUMO-1065,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
GUMO-1066,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Dipodomys spectabilis,Banner-Tailed Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
GUMO-1067,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1068,Guadalupe Mountains National Park,Mammal,Rodentia,Heteromyidae,Perognathus merriami,Merriam's Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
GUMO-1069,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus interpres,Texas Antelope Squirrel,Approved,Present,Native,Unknown,Resident,,
GUMO-1070,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Cynomys ludovicianus,Black-Tailed Prairie Dog,Approved,Not Present (Historical Report),Native,,,,
GUMO-1071,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Neotamias canipes,Gray-Footed Chipmunk,Approved,Present,Native,Unknown,Resident,,
GUMO-1072,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Spermophilus mexicanus,Mexican Ground Squirrel,Approved,Not Confirmed,Native,,,,
GUMO-1073,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
GUMO-1074,Guadalupe Mountains National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,Resident,,
GUMO-1075,Guadalupe Mountains National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Present,Native,Unknown,Resident,,
HALE-1000,Haleakala National Park,Mammal,Artiodactyla,Bovidae,Bos taurus,Feral Cattle,Approved,Present,Not Native,Common,Breeder,,
HALE-1001,Haleakala National Park,Mammal,Artiodactyla,Bovidae,Capra hircus,Feral Goat,Approved,Present,Not Native,Uncommon,Breeder,,
HALE-1002,Haleakala National Park,Mammal,Artiodactyla,Cervidae,Axis axis,Axis Deer,Approved,Present,Not Native,Uncommon,Resident,,
HALE-1003,Haleakala National Park,Mammal,Artiodactyla,Suidae,Sus scrofa,"Feral Pig, Pig, Pua`A",Approved,Present,Not Native,Uncommon,Breeder,,
HALE-1004,Haleakala National Park,Mammal,Carnivora,Canidae,Canis familiaris,Domestic Dog,Approved,Present,Not Native,Rare,Vagrant,,
HALE-1005,Haleakala National Park,Mammal,Carnivora,Felidae,Felis silvestris,Feral Cat,Approved,Present,Not Native,Common,Breeder,,
HALE-1006,Haleakala National Park,Mammal,Carnivora,Herpestidae,Herpestes javanicus,Indian Mongoose,Approved,Present,Not Native,Common,Breeder,,
HALE-1007,Haleakala National Park,Mammal,Carnivora,Phocidae,Monachus schauinslandi,Hawaiian Monk Seal,Approved,Present,Native,Occasional,Migratory,Endangered,
HALE-1008,Haleakala National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus semotus,Hawaiian Hoary Bat,Approved,Present,Native,Uncommon,Resident,Endangered,
HALE-1009,Haleakala National Park,Mammal,Lagomorpha,Leporidae,Oryctolagus cuniculus,European Rabbit,Approved,Not Present (Historical Report),Not Native,,,,
HALE-1010,Haleakala National Park,Mammal,Perissodactyla,Equidae,Equus caballus,Horse,Approved,Not Present (Historical Report),Not Native,,,,
HALE-1011,Haleakala National Park,Mammal,Rodentia,Muridae,Mus musculus,"`Iole, House Mouse",Approved,Present,Not Native,Abundant,Breeder,,
HALE-1012,Haleakala National Park,Mammal,Rodentia,Muridae,Rattus exulans,Polynesian Rat,Approved,Present,Not Native,Common,Breeder,,
HALE-1013,Haleakala National Park,Mammal,Rodentia,Muridae,Rattus norvegicus,Norway Rat,Approved,Present,Not Native,Common,Breeder,,
HALE-1014,Haleakala National Park,Mammal,Rodentia,Muridae,Rattus rattus,"`Iole, Black Rat, Roof Rat",Approved,Present,Not Native,Abundant,Breeder,,
HAVO-1000,Hawaii Volcanoes National Park,Mammal,Artiodactyla,Bovidae,Bos taurus,"Domestic Cattle (Feral),",Approved,Present,Not Native,Occasional,,,
HAVO-1001,Hawaii Volcanoes National Park,Mammal,Artiodactyla,Bovidae,Capra hircus,Goat (Feral),Approved,Present,Not Native,Occasional,,,
HAVO-1002,Hawaii Volcanoes National Park,Mammal,Artiodactyla,Bovidae,Ovis aries,Feral Sheep,Approved,Present,Not Native,Abundant,,,
HAVO-1003,Hawaii Volcanoes National Park,Mammal,Artiodactyla,Bovidae,Ovis musimon,Mouflon Sheep,Approved,Present,Not Native,Abundant,Breeder,,
HAVO-1004,Hawaii Volcanoes National Park,Mammal,Artiodactyla,Suidae,Sus scrofa,"Feral Pig, Pua'a",Approved,Present,Not Native,Common,Breeder,,
HAVO-1005,Hawaii Volcanoes National Park,Mammal,Carnivora,Canidae,Canis familiaris,Domestic Dog,Approved,Present,Not Native,Rare,Resident,,
HAVO-1006,Hawaii Volcanoes National Park,Mammal,Carnivora,Felidae,Felis silvestris,Feral Cat,Approved,Present,Not Native,Common,Breeder,,
HAVO-1007,Hawaii Volcanoes National Park,Mammal,Carnivora,Herpestidae,Herpestes auropunctatus,Indian Mongoose,Approved,Present,Not Native,Abundant,Breeder,,
HAVO-1008,Hawaii Volcanoes National Park,Mammal,Carnivora,Phocidae,Monachus schauinslandi,Hawaiian Monk Seal,Approved,Present,Native,Uncommon,,Endangered,
HAVO-1009,Hawaii Volcanoes National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus semotus,Hawaiian Hoary Bat,Approved,Present,Native,Unknown,Breeder,Endangered,
HAVO-1010,Hawaii Volcanoes National Park,Mammal,Lagomorpha,Leporidae,Oryctolagus cuniculus,Euorpean Rabbit,Approved,Not Present (Historical Report),Not Native,,,,
HAVO-1011,Hawaii Volcanoes National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Present,Not Native,Abundant,Breeder,,
HAVO-1012,Hawaii Volcanoes National Park,Mammal,Rodentia,Muridae,Rattus exulans,Polynesian Rat,Approved,Present,Not Native,Abundant,Breeder,,
HAVO-1013,Hawaii Volcanoes National Park,Mammal,Rodentia,Muridae,Rattus norvegicus,Norway Rat,Approved,Present,Not Native,Common,Breeder,,
HAVO-1014,Hawaii Volcanoes National Park,Mammal,Rodentia,Muridae,Rattus rattus,"Black Rat, 'Iole, Roof Rat",Approved,Present,Not Native,Abundant,Breeder,,
HOSP-1000,Hot Springs National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,"White-Tailed Deer, White-Tailed Deer",Approved,Not Confirmed,Unknown,,,,
HOSP-1001,Hot Springs National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Not Confirmed,Unknown,,,Species of Concern,
HOSP-1002,Hot Springs National Park,Mammal,Carnivora,Canidae,Canis rufus,Red Wolf,Approved,Not Present (Historical Report),Native,,,Endangered,
HOSP-1003,Hot Springs National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",Approved,Present,Native,Unknown,Breeder,,
HOSP-1004,Hot Springs National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Unknown,Unknown,Breeder,,
HOSP-1005,Hot Springs National Park,Mammal,Carnivora,Felidae,Felis rufus,None,Approved,Not Present (False Report),Unknown,,,,
HOSP-1006,Hot Springs National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,,,
HOSP-1007,Hot Springs National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,Breeder,,
HOSP-1008,Hot Springs National Park,Mammal,Carnivora,Mephitidae,Spilogale putorius,"Eastern Spotted Skunk, Spotted Skunk",Approved,Not Present (Historical Report),Native,,,,
HOSP-1009,Hot Springs National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,"Common Otter, North American River Otter, Northern River Otter, River Otter",Approved,Present,Native,Unknown,,,
HOSP-1010,Hot Springs National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Not Confirmed,Unknown,,,,
HOSP-1011,Hot Springs National Park,Mammal,Carnivora,Mustelidae,Mustela vison,"American Mink, Mink",Approved,Present,Native,Unknown,Breeder,,
HOSP-1012,Hot Springs National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",Approved,Present,Native,Unknown,Breeder,,
HOSP-1013,Hot Springs National Park,Mammal,Carnivora,Ursidae,Ursus americanus,"American Black Bear, Black Bear",Approved,Present,Native,Unknown,,,
HOSP-1014,Hot Springs National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",Approved,Present,Unknown,Unknown,,,
HOSP-1015,Hot Springs National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Unknown,Breeder,Species of Concern,
HOSP-1016,Hot Springs National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Present,Unknown,Unknown,,Species of Concern,
HOSP-1017,Hot Springs National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,"Eastern Red Bat, Eastern Red Bat, Red Bat",Approved,Present,Native,Unknown,,,
HOSP-1018,Hot Springs National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,"Hoary Bat, Hoary Bat",Approved,Present,Native,Unknown,,,
